seed,round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,max_amp,server_lr,source
123,134,3821.121995224557,391.0640787783645,,0.48098093004765513,0,0.48098093004765513,17.101817102464643,,reconstructed
123,135,3790.5332984612637,388.0061367204224,,0.26128330403180594,1,0.26128330403180594,16.96491430320768,,reconstructed
123,136,5415.848437277011,550.5848437277009,,0.15538183980513573,5,0.2013276848479446,1.9551799412552329,,reconstructed
123,137,4480.341308078555,457.0341087483945,,0.46278544748902767,2,0.46278544748902767,4.667015333547293,,reconstructed
123,138,4518.51862538038,460.851862423291,,0.23916300835199727,4,0.2463795702012491,3.094875755387149,,reconstructed
123,139,4952.5874125888695,504.2587412587412,,0.22913324429020535,1,0.22913324429020535,2.3810516406556026,,reconstructed
123,140,4853.090746360815,494.27386898815473,,0.552350124497982,2,0.552350124497982,18.50538872030107,,reconstructed
123,141,5508.209988860874,559.8126159554731,,0.43254574913570265,6,0.43254574913570265,15.698595177665117,,reconstructed
123,142,5438.684172969889,552.8684172969887,,0.28610710945781326,3,0.28610710945781326,1.7773477689444073,,reconstructed
123,143,4347.67375481807,443.76737548166113,,0.21495786803445693,0,0.21495786803445693,2.0902277667288143,,reconstructed
123,144,5352.724046232073,544.2640216925931,,0.21883875698500624,6,0.21883875698500624,15.255454688452943,,reconstructed
123,145,4150.539749774631,424.0182674468389,,0.5035552921123428,5,0.5035552921123428,15.826481614059283,,reconstructed
123,146,4221.175967028631,431.1175966890252,,0.28839619806659655,2,0.28839619806659655,2.54287708721659,,reconstructed
123,147,5582.079349222207,567.2079349222206,,0.15031526556811325,0,0.19568491245105948,1.358170157961607,,reconstructed
123,148,4087.25529953196,417.72470386756106,,0.10992286752211153,5,0.3055030769894308,7.16954223540751,,reconstructed
123,149,4409.12408768851,449.9115170543742,,0.3808295615510132,5,0.3808295615510132,7.2274041299730705,,reconstructed
123,150,4393.3966168056195,448.3396603396603,,0.15486764867392855,2,0.29133853540610505,3.571866929768865,,reconstructed
161803,1,4915.822199939345,500.5804195804196,,0.4372202008433514,1,0.4372202008433514,9.272844223261806,,reconstructed
161803,2,3235.5875142073896,332.5234765234765,,0.6419988245787223,2,0.6419988245787223,12.33766435005557,,reconstructed
161803,3,4193.6522959980575,428.3179677465391,,0.7012974268716475,0,0.7012974268716475,18.769114057892036,,reconstructed
161803,4,3983.0626673174816,407.25902668759807,,0.5117261442878132,0,0.5117261442878132,17.826598922842155,,reconstructed
161803,5,5055.6885971171705,514.5688597117169,,0.05547433487779024,3,0.3066582746103616,1.6908657515442032,,reconstructed
161803,6,4951.8709940786675,504.18709861567004,,0.1404394538205869,1,0.30215657623241543,4.0259111086336565,,reconstructed
161803,7,4929.817351765255,501.98173255316107,,0.20689445547447527,5,0.2247156321141041,4.286796986384989,,reconstructed
161803,8,4848.721633000261,493.8712715855573,,0.47540897099970714,5,0.47540897099970714,7.94798922835659,,reconstructed
161803,9,4228.207512295635,431.8207506778935,,0.4457591840192774,3,0.4457591840192774,3.2276392353053125,,reconstructed
161803,10,5217.571000428232,530.7571000428143,,0.31010779989760084,5,0.31010779989760084,2.21083516967246,,reconstructed
161803,11,4931.879549022407,502.18795490224056,,0.19315589257628535,1,0.19315589257628535,1.4855058882597607,,reconstructed
161803,12,4075.2383050647127,416.43870415298977,,0.15392936726643983,4,0.2454007963810633,29.347199189702053,,reconstructed
161803,13,4556.522055896757,464.65220493791924,,0.3411348475766911,3,0.3411348475766911,3.4782610175538857,,reconstructed
161803,14,4107.786121388823,419.6925931211646,,0.19293880857069554,4,0.4028621594853131,29.581587261601157,,reconstructed
161803,15,4747.000153014182,483.652775795633,,0.35726873874332105,0,0.35726873874332105,21.24567823369098,,reconstructed
