round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss_flower,train_loss_weighted,algorithm,mu,seed,local_epochs
97,1.5555786312755535,0.7577268195413759,0.4877614990027168,0.5093413503012991,1.5555786312755535,0.000986762926737187,fedavg,0.0,42,20
98,1.5846911053120318,0.7547357926221336,0.4685076132382924,0.48311436953595904,1.5846911053120318,0.0010544185415847559,fedavg,0.0,42,20
99,1.5300498829406137,0.769690927218345,0.5021525519651983,0.5003209193509295,1.5300498829406137,0.0008196814020329591,fedavg,0.0,42,20
100,1.5638106958578495,0.7537387836490529,0.47564481217877,0.4845562204301256,1.5638106958578495,0.0009276780545014817,fedavg,0.0,42,20
101,1.5347683754185975,0.765702891326022,0.49153707971038185,0.5010697052216908,1.5347683754185975,0.00021159997373231484,fedavg,0.0,42,20
102,1.5671875266467823,0.7557328015952144,0.4761645110591246,0.4755275448841167,1.5671875266467823,0.00017337271155837532,fedavg,0.0,42,20
103,1.5618325316775237,0.7557328015952144,0.46825995807260445,0.48616913409323986,1.5618325316775237,0.003405863005835517,fedavg,0.0,42,20
104,1.589179164807081,0.7617148554336989,0.4804201020828656,0.504181773405348,1.589179164807081,0.00020215359916752617,fedavg,0.0,42,20
105,1.5231135106633453,0.7597208374875374,0.475370838836881,0.49018712606551423,1.5231135106633453,0.0041079742883491175,fedavg,0.0,42,20
106,1.5962382948410476,0.7567298105682951,0.4762367176887083,0.4902052218068857,1.5962382948410476,0.00035475959686944315,fedavg,0.0,42,20
107,1.5851520765219942,0.7607178464606181,0.4860588775108682,0.5077410071734992,1.5851520765219942,0.0001918477098899761,fedavg,0.0,42,20
108,1.6216716956521793,0.7577268195413759,0.47282555935951714,0.4795459678895987,1.6216716956521793,0.00020567660789097444,fedavg,0.0,42,20
109,1.5900350339629001,0.7567298105682951,0.48367681857143213,0.4899991905081202,1.5900350339629001,0.00015926838611252347,fedavg,0.0,42,20
110,1.6580221180545012,0.7617148554336989,0.48152046805442594,0.5075360816462474,1.6580221180545012,0.00016548252633208298,fedavg,0.0,42,20
111,1.603737341204764,0.7577268195413759,0.4777376862856957,0.4908365229734022,1.603737341204764,0.00014973247044127727,fedavg,0.0,42,20
112,1.5994942663673866,0.7706879361914257,0.5014632412758876,0.5036954483426565,1.5994942663673866,0.0013826986186426563,fedavg,0.0,42,20
113,1.5610141515850664,0.7647058823529411,0.4937334286280422,0.49447896756026116,1.5610141515850664,0.002005202886067936,fedavg,0.0,42,20
